ensgene,length,SRR493366,SRR493367,SRR493368,SRR493369,SRR493370,SRR493371
ENSG00000103534,6393,0,0,0,3,4,2
ENSG00000006007,4416,1104,1294,1528,2090,2216,2627
ENSG00000103540,10142,276,274,380,302,319,395
ENSG00000103544,9767,817,918,1166,612,727,906
ENSG00000103550,7761,189,202,277,233,218,288
ENSG00000174628,4993,35,33,46,17,16,24
ENSG00000167191,6667,195,209,255,141,186,186
ENSG00000180269,1712,0,0,0,0,0,0
ENSG00000169347,4048,0,0,0,0,0,0
ENSG00000169344,3409,0,0,0,0,0,0
ENSG00000169340,2276,0,0,0,0,0,0
ENSG00000183549,3963,0,0,0,0,0,0
ENSG00000183747,8193,0,0,0,0,0,0
ENSG00000066813,8158,0,0,0,0,0,0
ENSG00000005187,7822,3,2,2,0,2,1
ENSG00000166743,2871,0,0,0,0,0,0
ENSG00000066654,5092,526,595,777,395,446,524
ENSG00000196678,6761,147,151,178,92,116,118
ENSG00000005189,4114,33,29,53,16,19,20
ENSG00000188215,6248,309,328,419,462,502,603
ENSG00000102897,3593,169,208,228,125,158,181
ENSG00000158486,14960,4,2,0,0,1,1
ENSG00000011638,2558,515,594,784,545,629,687
ENSG00000103310,3453,0,0,0,0,0,0
ENSG00000175311,4352,0,0,0,0,0,0
ENSG00000103316,3782,4,3,1,2,3,0
ENSG00000169246,4717,13,11,24,15,22,28
ENSG00000197006,7035,1165,1441,1722,1829,1950,2305
ENSG00000140749,3532,2,0,1,1,2,4
ENSG00000155719,7209,0,0,0,1,0,1
ENSG00000185864,7773,16,20,23,26,38,33
ENSG00000140740,5217,1599,1785,2264,1355,1589,1734
ENSG00000155714,1331,0,0,0,0,0,0
ENSG00000185716,6122,255,310,369,758,748,962
ENSG00000175267,5039,0,0,0,0,0,0
ENSG00000183921,2630,0,0,1,0,2,0
ENSG00000103319,8020,534,558,646,301,338,340
ENSG00000058600,9488,352,391,564,400,390,483
ENSG00000140743,3948,717,807,1028,658,756,783
ENSG00000243716,10005,28,25,31,21,28,39
ENSG00000122254,2605,0,1,0,3,0,0
ENSG00000103404,12017,152,152,188,97,101,130
ENSG00000166828,3507,0,0,0,0,0,0
ENSG00000168447,3918,0,0,0,0,0,0
ENSG00000168434,4343,246,264,328,252,305,332
ENSG00000103365,8231,433,524,661,280,304,359
ENSG00000103356,5730,440,498,568,341,388,432
ENSG00000103353,8619,2197,2421,3123,3097,3484,3917
ENSG00000004779,1600,517,583,731,638,659,799
ENSG00000083093,4747,129,147,187,182,206,258
ENSG00000166847,12740,1762,2040,2503,2342,2651,2765
ENSG00000166851,4760,644,843,1170,79,102,113
ENSG00000134398,4998,0,0,0,0,0,1
ENSG00000166869,2382,0,0,0,0,0,0
ENSG00000166501,10037,0,0,1,0,2,0
ENSG00000006116,3088,0,0,0,0,0,0
ENSG00000122257,10217,747,858,1111,1079,1253,1363
ENSG00000090905,12522,1647,1797,2209,1435,1554,1790
ENSG00000158865,3415,0,1,3,0,2,0
ENSG00000140750,9879,1131,1303,1762,937,1075,1264
ENSG00000205629,2606,343,384,478,390,445,476
ENSG00000103375,1421,1,0,0,0,0,2
ENSG00000155592,7970,141,168,193,259,273,302
ENSG00000182601,3379,0,0,0,0,0,0
ENSG00000155666,4039,36,47,63,57,59,64
ENSG00000169189,3770,308,378,456,370,403,501
ENSG00000077238,5894,515,660,683,2222,2229,3114
ENSG00000103522,5467,14,17,24,121,93,159
ENSG00000077235,11562,2202,2560,3392,2828,3051,3726
ENSG00000047578,9784,363,350,539,376,359,463
ENSG00000169181,5213,0,0,0,0,0,0
ENSG00000169180,7065,2651,3025,3904,2005,2378,2469
ENSG00000188322,4992,2,4,2,11,6,8
ENSG00000198156,2135,0,1,1,2,1,5
ENSG00000205609,3091,23,34,37,10,25,32
ENSG00000233232,1493,0,0,0,0,1,0
ENSG00000261832,1721,0,0,0,0,0,0
ENSG00000188603,4495,13,20,18,41,36,41
ENSG00000184730,3792,0,0,0,1,1,5
ENSG00000197272,1270,0,0,0,0,0,0
ENSG00000176046,5674,652,716,760,623,745,686
ENSG00000176476,2124,41,53,52,46,39,66
ENSG00000197165,2275,0,0,0,0,0,0
ENSG00000196502,8909,5,9,10,4,4,4
ENSG00000255524,2338,0,0,0,0,2,2
ENSG00000184110,6982,191,236,266,183,222,210
ENSG00000196993,2123,0,1,0,0,0,2
ENSG00000168488,6508,1446,1733,2313,1711,1837,2365
ENSG00000178952,2271,1751,2051,2637,2369,2408,2953
ENSG00000178188,7145,445,500,673,569,626,679
ENSG00000196296,4587,1,7,4,12,9,10
ENSG00000177548,4566,406,462,581,472,444,577
ENSG00000177455,2711,0,0,0,0,0,0
ENSG00000176953,5738,410,492,613,623,645,719
ENSG00000169682,3792,2,11,2,9,6,8
ENSG00000213658,4430,1,0,1,1,0,1
ENSG00000254206,4398,6,8,7,20,22,23
ENSG00000261740,3591,14,15,9,21,15,15
ENSG00000183336,1012,0,0,0,0,0,0
ENSG00000181625,2462,2,1,2,1,1,2
ENSG00000213648,1979,0,0,0,0,0,0
ENSG00000258150,1819,0,0,0,0,0,0
ENSG00000169203,4331,2,1,5,0,5,1
ENSG00000197471,7382,0,0,0,0,0,0
ENSG00000277669,610,0,0,0,0,0,0
ENSG00000103485,3642,219,248,299,212,235,292
ENSG00000185905,2585,0,0,0,0,0,0
ENSG00000174992,3132,0,0,0,0,0,0
ENSG00000079616,4312,329,413,555,108,119,143
ENSG00000103495,3504,387,435,606,527,571,676
ENSG00000167371,3573,37,32,50,24,28,29
ENSG00000280893,2252,0,0,0,0,0,0
ENSG00000280789,1702,31,32,44,36,49,49
ENSG00000281348,556,1,0,0,1,0,1
ENSG00000013364,6141,4410,5080,6476,3791,4159,4902
ENSG00000103502,3325,1022,1149,1473,1834,1894,2351
ENSG00000174938,4110,468,507,639,687,757,839
ENSG00000174939,2312,187,179,219,152,172,199
ENSG00000174943,4861,181,190,246,509,487,673
ENSG00000149932,2428,618,690,825,729,831,939
ENSG00000149930,9058,1586,1742,2183,2343,2413,2972
ENSG00000149929,3931,91,127,146,53,57,66
ENSG00000169592,6076,303,292,425,348,392,496
ENSG00000149927,6426,0,0,1,0,1,0
ENSG00000167194,1115,0,0,0,0,0,0
ENSG00000149926,4920,1,2,2,3,3,1
ENSG00000149925,6153,14895,16602,21989,15155,16908,19529
ENSG00000149923,2734,1532,1646,2172,2159,2236,2733
ENSG00000149922,3137,1,0,0,0,2,0
ENSG00000090238,3181,133,127,162,189,217,260
ENSG00000102886,1891,3,5,7,3,3,7
ENSG00000102882,3669,807,979,1295,849,974,1095
ENSG00000102879,4871,54,67,102,21,35,43
ENSG00000169627,1365,6,4,8,4,3,3
ENSG00000132207,2464,0,0,0,0,0,0
ENSG00000213599,4611,0,0,0,0,0,0
ENSG00000261052,2561,0,0,0,0,1,2
ENSG00000258130,2707,4,3,2,4,2,4
ENSG00000198064,5202,1,0,1,1,0,4
ENSG00000169217,3773,950,1067,1281,1189,1288,1498
ENSG00000169221,6699,982,1255,1538,1242,1412,1713
ENSG00000180209,1119,1,2,1,0,1,3
ENSG00000180035,3744,114,147,183,206,244,296
ENSG00000180096,4217,11,13,21,22,19,21
ENSG00000179965,5637,126,146,190,160,191,211
ENSG00000179958,1581,216,263,353,167,206,244
ENSG00000179918,2551,573,678,869,945,1002,1252
ENSG00000005844,6472,1,0,2,1,0,0
ENSG00000169957,2395,260,274,425,362,410,446
ENSG00000261459,1515,0,0,0,0,0,0
ENSG00000169955,3936,41,42,43,44,42,48
ENSG00000260869,377,0,0,0,0,0,0
ENSG00000169951,3113,77,68,114,120,147,160
ENSG00000229809,3023,49,45,55,72,78,114
ENSG00000197162,4952,66,72,78,124,134,161
ENSG00000156853,4159,144,136,162,84,113,134
ENSG00000156858,3860,314,317,412,317,346,409
ENSG00000156860,7218,1064,1293,1685,1405,1473,1813
ENSG00000080603,13674,83,114,109,135,142,187
ENSG00000282034,11692,3,4,3,3,4,6
ENSG00000281991,995,0,0,0,0,0,0
ENSG00000156873,7509,211,204,270,233,255,271
ENSG00000196118,3081,9,14,14,15,11,21
ENSG00000103549,6523,1071,1181,1505,678,728,841
ENSG00000102870,6087,680,715,860,903,948,1197
ENSG00000099385,4398,437,576,617,423,491,625
ENSG00000150281,1664,69,95,109,56,85,68
ENSG00000099364,4340,553,582,793,1350,1365,1776
ENSG00000175938,2643,68,67,91,215,180,276
ENSG00000099381,6903,369,409,503,490,536,642
ENSG00000099377,2495,30,43,45,46,53,42
ENSG00000099365,5408,100,113,156,46,79,76
ENSG00000103496,4078,483,618,838,740,820,984
ENSG00000167394,3935,125,156,170,145,132,183
ENSG00000167395,8635,365,374,513,641,615,772
ENSG00000151006,5501,10,8,7,5,7,6
ENSG00000255439,2716,0,0,0,0,0,0
ENSG00000167397,2191,284,300,435,371,397,460
ENSG00000103507,3873,731,741,1028,936,995,1240
ENSG00000103510,4334,166,207,263,196,219,247
ENSG00000052344,3010,0,0,0,0,0,1
ENSG00000178226,3685,2,5,6,4,2,8
ENSG00000089280,10283,3116,3658,4500,2028,2359,2556
ENSG00000103490,1661,45,39,63,67,70,113
ENSG00000177238,8500,0,0,0,0,0,0
ENSG00000169900,861,0,0,0,0,0,0
ENSG00000169896,5665,0,0,1,0,2,0
ENSG00000140678,7074,4,3,2,7,4,6
ENSG00000156886,4411,0,0,0,0,0,0
ENSG00000156885,541,0,0,0,0,0,0
ENSG00000176723,4564,12,8,6,13,9,17
ENSG00000140691,5545,156,184,211,290,331,402
ENSG00000140682,5403,1659,1953,2463,1356,1640,1857
ENSG00000140675,4468,2,4,0,2,4,5
ENSG00000140688,3630,479,535,650,532,553,682
ENSG00000169877,562,0,0,0,0,0,0
ENSG00000197302,9816,134,161,156,317,301,431
ENSG00000185947,6333,123,144,146,308,327,439
ENSG00000205456,2922,1,0,0,0,0,2
ENSG00000183632,3004,0,0,0,0,0,0
ENSG00000205457,3432,0,0,0,0,0,0
ENSG00000275034,2527,0,0,0,0,0,0
ENSG00000261509,2749,0,0,0,0,0,0
ENSG00000278848,2535,0,0,0,0,0,0
ENSG00000259680,349,0,0,0,0,0,0
ENSG00000171241,4459,554,661,900,64,100,99
ENSG00000069329,9733,1833,2166,2646,2713,3061,3481
ENSG00000091651,4309,159,194,216,58,91,89
ENSG00000140795,9522,0,3,4,4,2,6
ENSG00000155330,7443,325,440,468,703,751,957
ENSG00000166123,6354,765,750,974,422,493,527
ENSG00000069345,5065,1023,1232,1458,1338,1500,1886
ENSG00000171208,7481,908,1050,1444,994,1276,1234
ENSG00000129636,7770,945,1118,1380,1739,2018,2216
ENSG00000102893,11822,899,1034,1293,780,906,1006
ENSG00000140798,7456,0,0,1,0,0,0
ENSG00000121270,7245,0,1,2,5,1,0
ENSG00000102910,9957,1369,1631,1987,1608,1857,2056
ENSG00000196470,6725,73,88,97,100,116,127
ENSG00000102921,7839,559,677,821,595,730,857
ENSG00000102924,2594,0,1,0,0,0,0
ENSG00000166152,1068,0,0,0,0,0,0
ENSG00000102935,8997,3,5,3,12,13,25
ENSG00000205423,4178,265,294,394,347,358,454
ENSG00000155393,4183,325,407,503,220,238,290
ENSG00000121274,8144,284,321,431,340,341,453
ENSG00000121281,8630,210,185,263,106,102,148
ENSG00000166164,8492,576,665,828,735,774,960
ENSG00000140807,8915,0,0,0,7,7,10
ENSG00000167208,5754,0,0,0,0,0,0
ENSG00000167207,5747,0,0,0,0,0,0
ENSG00000083799,12954,866,999,1181,871,1055,1240
ENSG00000103449,5660,274,315,398,1664,1652,2377
ENSG00000103460,5031,0,0,0,0,0,0
ENSG00000177200,16502,998,1171,1418,1391,1725,1878
ENSG00000279018,871,0,0,0,0,0,0
ENSG00000103479,7320,434,532,645,662,751,839
ENSG00000166971,5202,200,207,264,151,166,206
ENSG00000103494,12857,336,357,456,307,362,381
ENSG00000140718,12723,802,912,1109,540,664,704
ENSG00000177508,2911,0,0,0,0,0,0
ENSG00000176842,2845,1,0,0,0,1,3
ENSG00000159387,3399,0,0,0,0,0,0
ENSG00000087245,4933,8799,9529,12416,15587,16716,20819
ENSG00000087253,7439,455,489,633,361,422,468
ENSG00000256812,1016,0,1,0,0,1,0
ENSG00000103546,5463,0,0,0,0,0,0
ENSG00000198848,2937,5,1,2,2,4,0
ENSG00000159398,3204,0,0,0,0,0,0
ENSG00000087258,9813,2,3,4,2,0,4
ENSG00000159461,5758,1497,1678,2268,2000,2247,2644
ENSG00000167005,5954,1170,1422,1670,1212,1402,1638
ENSG00000087263,5806,904,1057,1341,958,1009,1205
ENSG00000125124,8337,193,261,332,495,548,629
ENSG00000102891,294,0,0,0,0,0,0
ENSG00000087250,1837,1,1,1,0,0,0
ENSG00000125148,1299,10418,12657,15298,17134,17151,22166
ENSG00000169715,1052,1128,1301,1572,1939,1967,2601
ENSG00000205364,942,1,1,1,0,1,0
ENSG00000205362,418,2,0,0,2,1,1
ENSG00000169688,380,0,0,0,0,0,0
ENSG00000198417,1889,5,2,2,15,10,21
ENSG00000125144,750,1,1,2,5,3,4
ENSG00000205358,723,0,0,0,0,0,0
ENSG00000275691,242,0,0,0,0,0,0
ENSG00000187193,1773,45,47,59,267,248,366
ENSG00000102900,11136,729,807,1126,682,734,825
ENSG00000070915,6180,0,0,0,0,0,0
ENSG00000051108,5155,1118,1271,1648,1482,1594,1916
ENSG00000087237,2085,0,0,1,0,0,1
ENSG00000140853,12386,205,276,293,278,278,328
ENSG00000140848,7781,322,349,494,267,327,375
ENSG00000172775,4347,650,682,904,744,903,961
ENSG00000159579,6064,695,818,974,966,1057,1194
ENSG00000102931,2155,62,60,78,30,28,44
ENSG00000102934,8720,28,19,21,12,11,17
ENSG00000102962,2929,0,0,0,0,0,0
ENSG00000006210,5983,11,13,15,4,3,3
ENSG00000102970,620,0,0,1,0,0,0
ENSG00000005194,3509,561,642,827,711,832,953
ENSG00000088682,4324,332,362,438,283,310,410
ENSG00000102978,3940,1004,1161,1527,1167,1363,1608
ENSG00000125170,4788,335,348,477,361,403,465
ENSG00000135736,2582,172,167,219,108,140,134
ENSG00000159618,5852,0,0,0,0,0,0
ENSG00000205336,8659,197,222,306,85,88,115
ENSG00000182885,3330,0,0,0,0,0,0
ENSG00000159625,5151,0,0,0,0,0,0
ENSG00000140854,4591,282,302,458,426,417,520
ENSG00000140859,9600,946,1088,1332,1111,1296,1569
ENSG00000070729,7298,0,0,0,0,1,0
ENSG00000159648,3103,0,0,0,0,0,0
ENSG00000166188,4274,183,195,273,237,256,338
ENSG00000103005,8265,910,955,1316,1324,1420,1819
ENSG00000102996,4419,58,63,73,699,619,822
ENSG00000070761,2375,263,294,395,376,435,521
ENSG00000070770,6905,786,1017,1053,696,863,986
ENSG00000103021,5927,31,47,53,27,27,44
ENSG00000103023,2112,0,0,0,0,0,0
ENSG00000181938,5105,39,52,76,19,20,27
ENSG00000103034,9647,190,210,271,411,435,592
ENSG00000103037,5078,37,50,59,54,48,74
ENSG00000125107,10852,2801,3254,3922,2944,3231,3815
ENSG00000279816,599,0,0,0,0,1,1
ENSG00000103042,6991,582,671,788,1214,1324,1624
ENSG00000125166,3766,1422,1590,2059,1523,1755,2098
ENSG00000278499,1026,0,0,0,0,0,0
ENSG00000150394,13529,0,0,0,0,0,0
ENSG00000140937,13381,3048,3443,4338,2200,2583,2881
ENSG00000179776,5972,0,0,0,0,0,0
ENSG00000166546,7379,0,1,0,2,1,2
ENSG00000260851,843,0,0,0,0,0,0
ENSG00000166548,7169,292,329,397,591,624,711
ENSG00000217555,1161,4,4,7,7,10,9
ENSG00000254788,1437,3,3,4,5,5,13
ENSG00000089505,1465,25,29,20,35,30,38
ENSG00000140932,1151,0,1,0,0,1,0
ENSG00000140931,3163,557,641,797,1609,1813,2169
ENSG00000183723,8117,254,339,365,318,364,415
ENSG00000135720,8278,2111,2383,2935,2456,2897,3188
ENSG00000249961,3095,1,2,1,0,0,0
ENSG00000159593,4810,427,530,640,513,592,665
ENSG00000168748,1862,1,0,0,2,1,2
ENSG00000172840,8364,269,286,350,619,656,834
ENSG00000166589,3656,0,0,0,0,0,0
ENSG00000166592,1709,30,23,47,49,44,69
ENSG00000166595,1070,617,736,849,834,846,1083
ENSG00000172831,5343,550,537,834,907,964,1108
ENSG00000172828,4935,0,1,2,2,5,7
ENSG00000172824,4340,9,6,7,11,13,11
ENSG00000067955,4129,922,1221,1480,1219,1281,1517
ENSG00000125149,5965,221,226,293,337,315,403
ENSG00000237172,2917,279,317,414,437,472,599
ENSG00000102871,2567,188,198,278,261,285,364
ENSG00000135722,3130,34,39,54,54,80,110
ENSG00000102878,4211,2,2,4,6,6,4
ENSG00000265690,2009,0,0,0,0,0,0
ENSG00000140939,2992,86,98,111,101,118,117
ENSG00000196123,4780,157,179,214,427,437,531
ENSG00000179044,3077,9,7,6,12,7,4
ENSG00000205250,3582,612,722,972,899,983,1188
ENSG00000102890,2575,10,19,12,7,11,15
ENSG00000125122,2807,22,24,34,26,39,38
ENSG00000168701,1787,315,395,459,500,577,672
ENSG00000135723,5407,822,964,1231,957,1056,1235
ENSG00000135740,5419,90,82,119,159,140,163
ENSG00000196155,7328,186,237,271,78,96,129
ENSG00000168676,7383,0,1,1,0,2,0
ENSG00000159708,4017,2,0,0,0,0,2
ENSG00000159713,2618,7,5,10,8,7,8
ENSG00000159714,3261,88,94,122,229,211,297
ENSG00000176387,2674,0,1,2,3,1,1
ENSG00000159720,8212,1252,1442,1969,1598,1790,1975
ENSG00000159723,764,0,0,1,0,0,0
ENSG00000039523,6729,979,1129,1498,1121,1155,1406
ENSG00000102974,4301,546,617,823,552,590,679
ENSG00000159753,7699,15,13,23,20,28,30
ENSG00000102977,3223,168,187,260,182,224,250
ENSG00000102981,1488,2,3,5,8,3,2
ENSG00000124074,2679,35,58,65,90,88,98
ENSG00000159761,1789,3,1,2,4,5,8
ENSG00000141098,8674,343,420,568,603,650,831
ENSG00000141084,6460,343,339,441,247,273,338
ENSG00000102904,3852,6,9,17,8,19,22
ENSG00000102901,5539,473,593,748,358,462,516
ENSG00000168286,2114,197,196,276,225,225,314
ENSG00000102898,3895,1285,1522,1962,1527,1729,1859
ENSG00000038358,6173,763,895,1185,664,753,914
ENSG00000188038,1052,0,0,0,0,0,0
ENSG00000159792,3977,477,496,677,1409,1488,1860
ENSG00000141086,2715,1,0,0,0,0,1
ENSG00000261884,5685,4,6,11,4,13,19
ENSG00000205220,1853,67,81,100,207,177,225
ENSG00000213398,2625,57,68,68,86,105,103
ENSG00000124067,8298,1605,1877,2545,2482,2545,3278
ENSG00000141096,2018,0,0,0,0,0,0
ENSG00000167261,3498,0,0,0,2,1,0
ENSG00000167264,4472,160,153,189,142,159,166
ENSG00000182810,2169,86,93,138,98,103,151
ENSG00000072736,8806,249,285,359,433,465,556
ENSG00000103067,5563,0,1,1,3,2,0
ENSG00000103066,4464,730,859,1154,664,702,824
ENSG00000103064,7588,309,409,458,283,322,348
ENSG00000103061,5234,90,103,114,60,75,96
ENSG00000132600,9458,305,336,482,249,287,308
ENSG00000103056,7166,7,5,4,6,4,4
ENSG00000184939,7015,300,361,470,424,452,567
ENSG00000062038,6236,0,0,0,0,0,0
ENSG00000039068,6177,0,0,3,0,0,0
ENSG00000103047,6839,287,347,384,225,247,288
ENSG00000103044,5289,12,24,28,14,22,18
ENSG00000168802,3383,904,1132,1507,1190,1243,1565
ENSG00000141076,5681,680,810,994,654,725,863
ENSG00000168807,9875,1444,1701,1949,1161,1334,1531
ENSG00000260914,1284,0,1,0,0,0,0
ENSG00000132612,5670,742,867,1081,699,780,926
ENSG00000213380,7450,215,267,297,326,326,370
ENSG00000258429,1158,35,60,62,41,43,60
ENSG00000272617,887,0,0,0,0,0,0
ENSG00000260371,564,0,0,0,0,0,0
ENSG00000259900,747,0,0,0,0,0,0
ENSG00000132603,3274,363,438,508,355,417,492
ENSG00000157315,1411,10,6,6,10,3,3
ENSG00000132604,5621,316,383,468,347,335,419
ENSG00000103018,6903,857,1063,1314,1268,1299,1684
ENSG00000102908,16401,1017,1289,1446,1648,1939,2237
ENSG00000181019,3254,2765,3104,3828,2759,3081,3874
ENSG00000141101,2119,338,353,499,433,484,597
ENSG00000198373,9015,481,474,650,670,682,852
ENSG00000157322,6140,0,0,0,2,2,0
ENSG00000279533,375,0,0,0,0,0,0
ENSG00000090857,10385,610,722,788,723,774,987
ENSG00000157335,4894,0,0,0,0,1,0
ENSG00000280006,381,0,0,0,0,0,0
ENSG00000280252,381,0,0,1,0,0,0
ENSG00000223496,5153,361,355,470,408,413,525
ENSG00000090861,4498,2415,2470,3168,1546,1807,1848
ENSG00000157349,4522,118,136,156,103,138,170
ENSG00000260537,887,0,0,1,0,0,0
ENSG00000168872,8249,704,758,997,767,878,1012
ENSG00000157350,9744,719,855,1100,1524,1556,2060
ENSG00000157353,7405,95,108,129,81,90,120
ENSG00000103051,4786,768,914,1128,431,520,532
ENSG00000189091,12419,2681,3027,3858,2831,3192,3486
ENSG00000157368,2233,12,6,11,0,0,2
ENSG00000132613,4999,458,501,695,868,901,1178
ENSG00000103043,8276,506,584,813,820,858,1089
ENSG00000157423,23408,1,1,1,1,1,0
ENSG00000180917,7582,360,356,434,557,633,807
ENSG00000172137,1703,8,12,14,46,38,70
ENSG00000167377,7287,20,17,34,20,18,25
ENSG00000261611,3677,0,0,0,0,0,0
ENSG00000157429,9225,16,16,13,19,12,17
ENSG00000140835,2669,0,0,1,0,0,0
ENSG00000198650,5407,0,0,0,0,0,0
ENSG00000140832,6446,0,0,0,0,0,0
ENSG00000040199,12493,439,503,643,405,508,565
ENSG00000166747,10980,1939,2278,2845,1643,1915,2218
ENSG00000224470,8542,552,696,776,1033,1148,1312
ENSG00000182149,7806,1139,1282,1679,1401,1572,1781
ENSG00000102984,3402,35,31,52,33,34,44
ENSG00000277481,5199,0,0,1,0,1,2
ENSG00000102967,6921,55,62,75,31,43,34
ENSG00000140830,3170,99,124,130,132,130,162
ENSG00000257017,5405,0,0,0,0,0,0
ENSG00000261701,1610,0,0,0,0,0,0
ENSG00000140829,6361,940,1081,1364,1018,1159,1416
ENSG00000118557,5691,0,1,0,1,1,1
ENSG00000280264,375,0,0,0,0,1,0
ENSG00000140836,17503,410,453,485,361,354,412
ENSG00000103035,2740,697,764,1023,789,848,1042
ENSG00000196436,1702,14,16,25,18,25,33
ENSG00000140839,3143,1,2,1,1,0,2
ENSG00000090863,14111,4711,5037,6555,5475,6214,6898
ENSG00000168411,6465,477,598,728,316,314,341
ENSG00000168404,5692,89,112,126,94,102,124
ENSG00000103089,3279,0,0,0,0,0,1
ENSG00000103091,9422,351,380,506,452,491,597
ENSG00000186187,8824,356,385,463,399,480,558
ENSG00000166816,2359,2,0,5,1,0,2
ENSG00000184517,3761,108,119,152,161,180,200
ENSG00000168928,2346,1,0,1,0,4,2
ENSG00000168925,1016,0,0,1,0,0,2
ENSG00000050820,9178,2395,2756,3714,3517,3682,4545
ENSG00000153774,3317,362,426,519,526,511,662
ENSG00000261717,530,0,0,0,0,0,0
ENSG00000166822,5572,110,97,157,208,214,300
ENSG00000183196,8469,9,9,13,6,7,9
ENSG00000260092,2125,0,0,0,0,0,0
ENSG00000135702,3322,1,0,0,0,0,0
ENSG00000205084,6015,107,106,143,168,181,193
ENSG00000034713,3034,700,786,984,1077,1184,1365
ENSG00000065457,4486,328,351,439,402,438,517
ENSG00000065427,4065,1893,2145,2642,1586,1920,2170
ENSG00000166848,3379,942,1102,1356,1163,1241,1431
ENSG00000152910,6482,0,0,0,0,0,0
ENSG00000261833,323,0,0,0,0,0,0
ENSG00000103111,6942,456,502,700,403,451,521
ENSG00000205078,1244,3,4,2,2,1,1
ENSG00000140873,6678,0,0,1,0,0,1
ENSG00000140876,1638,11,15,10,8,7,13
ENSG00000171724,4137,861,938,1104,1305,1394,1686
ENSG00000166509,3007,0,0,0,0,0,0
ENSG00000186153,4886,24,22,29,32,38,50
ENSG00000178573,6976,5,1,4,3,6,3
ENSG00000168589,1464,0,0,0,0,1,0
ENSG00000166446,8557,178,246,265,348,392,475
ENSG00000103121,12781,220,286,363,210,230,290
ENSG00000166451,3568,231,292,333,105,109,143
ENSG00000166454,6262,819,903,1202,1026,1114,1380
ENSG00000166455,2376,12,10,8,11,10,9
ENSG00000140905,1880,74,75,106,59,63,77
ENSG00000279362,921,0,0,0,0,0,0
ENSG00000135697,2930,0,0,0,0,0,0
ENSG00000261609,15406,157,191,205,219,246,251
ENSG00000153815,12715,493,610,775,534,581,745
ENSG00000197943,13416,2,1,3,4,7,12
ENSG00000184860,11911,1,3,11,2,7,9
ENSG00000086696,9550,7,7,12,210,211,300
ENSG00000135698,2190,256,286,364,995,1018,1473
ENSG00000140945,11217,978,1002,1411,1233,1308,1506
ENSG00000230989,9525,1351,1618,1940,1778,1998,2375
ENSG00000103150,16161,120,119,167,112,129,150
ENSG00000260300,3055,1,0,1,9,9,3
ENSG00000140961,3460,137,139,196,247,268,353
ENSG00000103154,2520,1,8,3,4,5,5
ENSG00000166558,1819,0,0,0,0,0,0
ENSG00000140943,10238,2418,2615,3295,736,806,984
ENSG00000103160,4507,360,378,408,500,570,664
ENSG00000154099,7783,0,2,3,5,3,2
ENSG00000103168,5577,239,274,365,190,239,254
ENSG00000140955,4111,0,0,0,0,0,0
ENSG00000168418,6553,0,0,0,0,0,1
ENSG00000103175,8785,277,323,420,244,320,356
ENSG00000064270,7352,3,7,5,9,4,6
ENSG00000140950,8159,811,1038,1305,789,854,977
ENSG00000103187,6762,9026,10252,13349,6086,6997,7848
ENSG00000135686,9995,906,990,1233,771,847,959
ENSG00000103194,5083,1107,1313,1684,963,1039,1291
ENSG00000103196,7965,513,588,742,695,805,900
ENSG00000153786,3947,1648,1889,2473,880,1056,1144
ENSG00000135709,8837,543,593,789,291,334,385
ENSG00000153789,1904,0,1,3,2,1,2
ENSG00000131149,10173,777,850,1070,572,609,691
ENSG00000131153,3264,144,154,236,22,34,40
ENSG00000154102,2181,56,55,79,48,56,68
ENSG00000131148,4021,437,522,694,443,498,553
ENSG00000131143,4792,1879,2131,2749,2369,2687,3234
ENSG00000140968,5162,0,0,0,0,0,0
ENSG00000103241,3516,1823,1969,2459,4509,5332,6506
ENSG00000103248,6863,143,143,207,155,179,195
ENSG00000176692,2478,176,244,297,170,203,222
ENSG00000176678,3742,1408,1696,2204,2380,2699,3090
ENSG00000260456,3670,9,9,9,17,14,9
ENSG00000131152,953,0,0,0,0,0,0
ENSG00000103264,6810,354,433,605,263,313,341
ENSG00000140941,5313,1995,2278,2863,2906,3372,3699
ENSG00000140948,7390,401,457,571,1066,1087,1294
ENSG00000154118,5941,2,3,1,2,4,1
ENSG00000104731,11177,209,210,287,185,195,235
ENSG00000103257,4745,4446,4925,6374,1771,2201,2237
ENSG00000174990,7981,0,0,0,0,0,0
ENSG00000172530,8196,180,198,239,186,219,239
ENSG00000225614,13287,2395,2826,3334,3578,4164,4549
ENSG00000179588,6110,91,138,159,193,219,278
ENSG00000158545,8648,641,695,990,732,716,872
ENSG00000124391,1379,1,3,0,1,1,1
ENSG00000051523,3357,809,815,1042,1140,1159,1517
ENSG00000167508,4717,487,565,680,668,622,854
ENSG00000185669,1732,20,24,27,23,24,23
ENSG00000280603,72,0,0,0,0,0,0
ENSG00000158717,4394,188,225,267,248,287,361
ENSG00000174177,3532,296,337,444,298,300,392
ENSG00000103335,10855,4662,5142,6999,3641,3955,4596
ENSG00000167513,3336,137,180,260,63,87,73
ENSG00000198931,1803,915,950,1298,783,925,1056
ENSG00000141012,8402,595,615,852,770,770,882
ENSG00000280675,48,0,0,0,0,0,0
ENSG00000167515,4463,307,378,427,403,476,538
ENSG00000205022,1314,0,0,0,0,0,0
ENSG00000129993,5972,0,0,0,0,1,0
